number_of_trees,mtry,min_observations,terminal_nodes,rmse
100,3,15,15,1056.0904487319665
100,4,1,1,1473.3091670236843
100,4,1,2,1037.6303090471279
100,4,1,5,836.6335016370961
100,4,1,10,825.9968288835921
100,4,1,15,801.6858601834012
100,4,2,1,1475.702779377742
100,4,2,2,1016.0999668354153
100,4,2,5,836.19489704305
100,4,2,10,797.1653772628968
100,4,2,15,802.1165946666773
100,4,5,1,1481.8093405182362
100,4,5,2,1003.1250117393824
100,4,5,5,808.4014252918527
100,4,5,10,839.3872443733843
100,4,5,15,820.5899347866205
100,4,10,1,1473.7418411033905
100,4,10,2,997.5722934055784
100,4,10,5,954.5534807769554
100,4,10,10,946.7546453850392
100,4,10,15,936.733126852959
100,4,15,1,1481.9391353983276
100,4,15,2,1022.3116808112447
100,4,15,5,998.9974120540335
100,4,15,10,998.7786470945576
100,4,15,15,1017.9055747388043
100,5,1,1,1471.9663845072957
100,5,1,2,982.3922887305092
100,5,1,5,790.533572994589
100,5,1,10,781.8157382158026
100,5,1,15,772.69016644103
100,5,2,1,1472.402294759243
100,5,2,2,973.5293033843319
100,5,2,5,780.8768406046901
100,5,2,10,759.3316828856105
100,5,2,15,763.7811320595492
100,5,5,1,1478.220871329664
100,5,5,2,988.5789511700685
100,5,5,5,781.4681425529922
100,5,5,10,776.0734343048493
100,5,5,15,776.4882870130913
100,5,10,1,1485.971855245792
100,5,10,2,975.7466525541984
100,5,10,5,909.9175073116539
100,5,10,10,924.1331208136651
100,5,10,15,926.3967015977956
100,5,15,1,1478.7109712020415
100,5,15,2,980.5332921366489
100,5,15,5,996.7073408692678
100,5,15,10,983.4854081048816
100,5,15,15,977.7969395940455
100,6,1,1,1476.8828981726735
100,6,1,2,999.6154714954955
100,6,1,5,773.0716282159995
100,6,1,10,773.1216936680157
100,6,1,15,780.4209955995973
100,6,2,1,1482.0783728488543
100,6,2,2,980.1027189152879
100,6,2,5,780.3250327186099
100,6,2,10,773.5960262893161
100,6,2,15,769.6624644125935
100,6,5,1,1480.4525048479247
100,6,5,2,1000.9015376075615
100,6,5,5,788.09831403706
100,6,5,10,766.7071260042197
100,6,5,15,783.9983654582471
100,6,10,1,1486.381181327592
100,6,10,2,993.7778205983228
100,6,10,5,916.674671985558
100,6,10,10,908.5157955459963
100,6,10,15,908.9185252378677
100,6,15,1,1475.7728999277188
100,6,15,2,972.1379690330964
100,6,15,5,986.3669143695562
100,6,15,10,979.5530827139982
100,6,15,15,974.5865636159176
100,7,1,1,1489.0987728920875
100,7,1,2,980.4484072478567
100,7,1,5,786.0284170577175
100,7,1,10,773.8423798860458
100,7,1,15,773.3754063687311
100,7,2,1,1479.297323211912
100,7,2,2,983.2429409737719
100,7,2,5,788.4253268598861
100,7,2,10,772.5576302546111
100,7,2,15,770.0726928261383
100,7,5,1,1483.6473480260486
100,7,5,2,965.8332425534785
100,7,5,5,779.3334807363485
100,7,5,10,796.9993196718865
100,7,5,15,780.1420350196121
100,7,10,1,1477.793811509142
100,7,10,2,969.8547438169702
100,7,10,5,906.3726052362869
100,7,10,10,915.1795032495241
100,7,10,15,909.8602290235506
100,7,15,1,1477.91840808042
100,7,15,2,977.1511987435005
100,7,15,5,963.762109842993
100,7,15,10,978.1179069344676
100,7,15,15,985.7726795192244
100,8,1,1,1473.2206769189272
100,8,1,2,977.3773831580664
100,8,1,5,789.4116316858326
100,8,1,10,771.4037033378884
100,8,1,15,775.0866434552119
100,8,2,1,1477.2041744004462
100,8,2,2,1002.3111599678847
100,8,2,5,768.6323499003125
100,8,2,10,774.1149572881492
100,8,2,15,766.4577283941801
100,8,5,1,1478.4154345874042
100,8,5,2,976.9008576110834
100,8,5,5,796.5622424051406
100,8,5,10,786.1938440571182
100,8,5,15,777.2074116408407
100,8,10,1,1474.2401286912127
100,8,10,2,975.275843465697
100,8,10,5,907.2138563802649
100,8,10,10,913.1143546396446
100,8,10,15,904.5409660154644
100,8,15,1,1488.2265418416628
100,8,15,2,964.336136673315
100,8,15,5,974.7360037619236
100,8,15,10,992.4777015022755
100,8,15,15,976.7714421157388
100,9,1,1,1480.4019675884347
100,9,1,2,981.7714703198598
100,9,1,5,789.1756210599905
100,9,1,10,769.474746472514
100,9,1,15,769.4932538820597
100,9,2,1,1478.1874245833308
100,9,2,2,969.4881161593222
100,9,2,5,790.4507268448764
100,9,2,10,769.379152083173
100,9,2,15,772.0847232489018
100,9,5,1,1480.9604364533252
100,9,5,2,979.7006122507139
100,9,5,5,785.0449025736234
100,9,5,10,791.1944265640349
100,9,5,15,786.2249413528784
100,9,10,1,1483.8051465256385
100,9,10,2,990.1605948309981
100,9,10,5,912.736938140573
100,9,10,10,919.9089215869968
100,9,10,15,905.2226724419344
100,9,15,1,1482.3051348341066
100,9,15,2,979.8271986421456
100,9,15,5,980.5481237586877
100,9,15,10,978.1323500280573
100,9,15,15,980.7326135928437
100,10,1,1,1474.2933760198848
100,10,1,2,983.5323976736785
100,10,1,5,780.1821331310636
100,10,1,10,780.4013080024209
100,10,1,15,775.9833479755434
100,10,2,1,1478.1972377257266
100,10,2,2,975.9624001529279
100,10,2,5,786.861723344534
100,10,2,10,766.2451747112585
100,10,2,15,762.8393668074339
100,10,5,1,1475.3889543203918
100,10,5,2,976.2719566109458
100,10,5,5,784.1294053330457
100,10,5,10,778.9698743002872
100,10,5,15,782.5844881372224
100,10,10,1,1470.2269951222795
100,10,10,2,980.3286879659033
100,10,10,5,919.6145244754754
100,10,10,10,910.9475762217223
100,10,10,15,906.5949129499338
100,10,15,1,1486.8982503965367
100,10,15,2,962.8587437290793
100,10,15,5,982.0474886688135
100,10,15,10,976.5443344784195
100,10,15,15,966.6941924444634
100,11,1,1,1478.1016443309375
100,11,1,2,974.0359516468704
100,11,1,5,770.3090447321191
100,11,1,10,766.4523546280473
100,11,1,15,769.6165410549161
100,11,2,1,1479.6523151042961
100,11,2,2,992.8535758895534
100,11,2,5,777.4743181261889
100,11,2,10,771.0113164134116
100,11,2,15,762.8960654355219
100,11,5,1,1478.6247494603688
100,11,5,2,987.0735748653991
100,11,5,5,772.024609160244
100,11,5,10,769.5362169830901
100,11,5,15,774.1669512127537
100,11,10,1,1475.9892432087277
100,11,10,2,979.3471406004093
100,11,10,5,915.4939846608062
100,11,10,10,914.5819509914041
100,11,10,15,923.8060776579532
100,11,15,1,1488.4306491900277
100,11,15,2,972.2281021812756
100,11,15,5,972.9717047988099
100,11,15,10,992.768328065677
100,11,15,15,986.4270365033597
100,12,1,1,1472.5192344233865
100,12,1,2,984.1823351173451
100,12,1,5,778.500669570207
100,12,1,10,768.1153090750755
100,12,1,15,771.9936372185978
100,12,2,1,1466.0198627605719
100,12,2,2,992.2002360868437
100,12,2,5,774.3228552201099
100,12,2,10,775.2628698120991
100,12,2,15,762.0585663712687
100,12,5,1,1483.3109563673145
100,12,5,2,983.8072349301538
100,12,5,5,776.19980059316
100,12,5,10,780.7897475018958
100,12,5,15,785.6721747742628
100,12,10,1,1473.7585510003976
100,12,10,2,977.7001912025635
100,12,10,5,906.1563371940357
100,12,10,10,912.3474347689969
100,12,10,15,906.5604150827982
100,12,15,1,1478.4279484199822
100,12,15,2,980.9132205630368
100,12,15,5,985.8941545239411
100,12,15,10,978.8815250377811
100,12,15,15,972.3609113992097
100,13,1,1,1478.1109662357885
100,13,1,2,989.5339664106581
100,13,1,5,786.2368364122877
100,13,1,10,774.4359247824445
100,13,1,15,764.3595451491835
100,13,2,1,1475.3136306905683
100,13,2,2,985.4453435704384
100,13,2,5,778.2586990931848
100,13,2,10,773.2642972834506
100,13,2,15,773.3732131064967
100,13,5,1,1485.8749073998981
100,13,5,2,982.780985063188
100,13,5,5,772.1705642327536
100,13,5,10,783.889420284557
100,13,5,15,780.4223568140308
100,13,10,1,1481.6300416861015
100,13,10,2,974.4153822214872
100,13,10,5,899.9824622830866
100,13,10,10,925.0080794397752
100,13,10,15,920.44598545698625
100,13,15,1,1481.0705673201073
100,13,15,2,984.3880061955552
100,13,15,5,974.4947690462666
100,13,15,10,965.9440270584704
100,13,15,15,984.1913323245723
100,14,1,1,1470.4414805465924
100,14,1,2,985.3985273384917
100,14,1,5,780.9269716852908
100,14,1,10,754.0700330860527
100,14,1,15,760.7475973194614
100,14,2,1,1481.8633724266056
100,14,2,2,975.6379691452627
100,14,2,5,784.1435114709628
100,14,2,10,763.6224821361462
100,14,2,15,770.9341839011507
100,14,5,1,1474.608091436047
100,14,5,2,974.1641619694329
100,14,5,5,780.9369737441701
100,14,5,10,773.4889333597024
100,14,5,15,786.961726679279
100,14,10,1,1472.9374006995758
100,14,10,2,983.326436162736
100,14,10,5,901.2540675900193
100,14,10,10,909.7277420664885
100,14,10,15,907.2897142407437
100,14,15,1,1483.284363678135
100,14,15,2,973.0392500518606
100,14,15,5,977.3774401643067
100,14,15,10,977.9859268830611
100,14,15,15,986.3801246647305
100,15,1,1,1475.278622527764
100,15,1,2,996.9408413709192
100,15,1,5,786.6658712355237
100,15,1,10,770.3060792707714
100,15,1,15,767.6636153628749
100,15,2,1,1468.6301652013249
100,15,2,2,972.1289113876044
100,15,2,5,783.7605597689626
100,15,2,10,773.434946342448
100,15,2,15,772.3015807992367
100,15,5,1,1479.922896723786
100,15,5,2,987.2385657426743
100,15,5,5,780.2200698433144
100,15,5,10,774.3279404686712
100,15,5,15,779.1035864396131
100,15,10,1,1476.2324048085002
100,15,10,2,992.044170320532
100,15,10,5,922.0732188244567
100,15,10,10,899.6867826140016
100,15,10,15,909.4614862552747
100,15,15,1,1486.5373928845675
100,15,15,2,984.7809652223416
100,15,15,5,992.5019609437421
100,15,15,10,1007.8062413844893
100,15,15,15,986.824495576484
100,16,1,1,1474.9747664766335
100,16,1,2,991.8661863380892
100,16,1,5,776.3146561478508
100,16,1,10,761.0654017415843
100,16,1,15,761.3904641794074
100,16,2,1,1477.1776164268288
100,16,2,2,985.0717180159054
100,16,2,5,791.5057765213874
100,16,2,10,779.5969869348983
100,16,2,15,763.7347470040454
100,16,5,1,1478.1498081830675
100,16,5,2,1006.843478415929
100,16,5,5,785.8776801331481
100,16,5,10,787.3938609311366
100,16,5,15,777.29707348525
100,16,10,1,1478.2565269433226
100,16,10,2,987.6256050411703
100,16,10,5,910.7798663795412
100,16,10,10,895.6514207924392
100,16,10,15,919.2218358454788
100,16,15,1,1473.8372940573267
100,16,15,2,986.3545975372576
100,16,15,5,981.9874975985977
100,16,15,10,983.2554013618729
100,16,15,15,986.6548545072219
100,17,1,1,1475.705309859035
100,17,1,2,975.1064478158767
100,17,1,5,782.1469568209727
100,17,1,10,768.7581201893032
100,17,1,15,769.9915963554407
100,17,2,1,1477.7880070874521
100,17,2,2,987.7436792690721
100,17,2,5,784.4565621518597
100,17,2,10,767.0200224601952
100,17,2,15,764.3469490477911
100,17,5,1,1472.5575107403035
100,17,5,2,963.4825131539637
100,17,5,5,777.451448658875
100,17,5,10,786.5272475571394
100,17,5,15,785.9989295952884
100,17,10,1,1472.8125237536328
100,17,10,2,977.2801858816906
100,17,10,5,912.1624170441561
100,17,10,10,915.4235373237857
100,17,10,15,912.6206344917744
100,17,15,1,1476.8050416512551
100,17,15,2,982.7388545710228
100,17,15,5,979.5951746213282
100,17,15,10,973.8193769543105
100,17,15,15,971.9520874190348
100,18,1,1,1469.239324688778
100,18,1,2,978.2037112895574
100,18,1,5,781.8493150501082
100,18,1,10,763.0007999882961
100,18,1,15,778.6127211577439
100,18,2,1,1483.6228013573614
100,18,2,2,986.1403871301593
100,18,2,5,789.7618240300259
100,18,2,10,757.0325238328787
100,18,2,15,772.0478171986284
100,18,5,1,1487.999076361578
100,18,5,2,981.1589488005933
100,18,5,5,790.1644682985492
100,18,5,10,774.1165800788685
100,18,5,15,780.3290961498992
100,18,10,1,1471.5808260959818
100,18,10,2,983.7146241423493
100,18,10,5,895.3095475696235
100,18,10,10,920.9943263140112
100,18,10,15,928.2940540757951
100,18,15,1,1475.8726585116444
100,18,15,2,971.0958386799985
100,18,15,5,965.9913644746741
100,18,15,10,984.1785089084251
100,18,15,15,993.348411022188
100,19,1,1,1483.4471286625853
100,19,1,2,988.6852217471675
100,19,1,5,774.4556550749221
100,19,1,10,770.8695763235937
100,19,1,15,767.6889847110396
100,19,2,1,1480.1344045985645
100,19,2,2,985.7748612528426
100,19,2,5,782.0295195944215
100,19,2,10,762.019064492593
100,19,2,15,758.0594026474223
100,19,5,1,1478.2216073307404
100,19,5,2,992.6246482433622
100,19,5,5,773.9811557551958
100,19,5,10,778.9422421257352
100,19,5,15,795.2058617903076
100,19,10,1,1478.4908464566156
100,19,10,2,988.7687109950848
100,19,10,5,901.9108658304896
100,19,10,10,918.5722196675914
100,19,10,15,895.9229041248997
100,19,15,1,1480.5479327124701
100,19,15,2,984.2327082593308
100,19,15,5,970.4626795131167
100,19,15,10,978.1041154514216
100,19,15,15,972.1128575712777
100,20,1,1,1487.279693751387
100,20,1,2,976.767085481953
100,20,1,5,779.7580813592476
100,20,1,10,774.690421180635
100,20,1,15,761.7524857104177
100,20,2,1,1486.657174926394
100,20,2,2,977.0888503414296
100,20,2,5,785.413639206253
100,20,2,10,775.268230102408
100,20,2,15,772.3497768539415
100,20,5,1,1482.0764047318928
100,20,5,2,977.4033981397773
100,20,5,5,787.0099606164913
100,20,5,10,778.7841273555092
100,20,5,15,781.9236146581778
100,20,10,1,1479.9346872568417
100,20,10,2,984.254210511773
100,20,10,5,906.5703872271916
100,20,10,10,910.1502186064408
100,20,10,15,906.1833746727457
100,20,15,1,1475.3860979857686
100,20,15,2,988.2121738747161
100,20,15,5,981.9096384814544
100,20,15,10,989.1842462355435
100,20,15,15,983.6214896999985
100,21,1,1,1485.5569748259722
100,21,1,2,985.1263483164496
100,21,1,5,786.2893426423632
100,21,1,10,774.7598032425094
100,21,1,15,771.3228122768486
100,21,2,1,1479.5513005615715
100,21,2,2,991.9788183453903
100,21,2,5,775.6754007839774
100,21,2,10,775.2809438511368
100,21,2,15,780.3377043268938
100,21,5,1,1480.1039415514733
100,21,5,2,975.8644269404748
100,21,5,5,774.5329391606633
100,21,5,10,785.2205224192494
100,21,5,15,777.710715897177
100,21,10,1,1486.2191474569752
100,21,10,2,1010.8665376664675
100,21,10,5,908.6268044405048
100,21,10,10,899.1496388899924
100,21,10,15,910.8901665656748
100,21,15,1,1479.1036179604387
100,21,15,2,983.2124034553394
100,21,15,5,978.8215362195119
100,21,15,10,988.0498366896668
100,21,15,15,974.5833290867397
100,22,1,1,1483.1776696728716
100,22,1,2,975.1100071501575
100,22,1,5,773.7977431817868
100,22,1,10,764.5611948688236
100,22,1,15,765.451524426814
100,22,2,1,1474.3794894245018
100,22,2,2,972.1291890308779
100,22,2,5,783.6623238596534
100,22,2,10,776.0290912051195
100,22,2,15,762.9682720512259
100,22,5,1,1482.2332887290702
100,22,5,2,962.1307620504452
100,22,5,5,778.6785381753024
100,22,5,10,769.9017692832748
100,22,5,15,767.205935302309
100,22,10,1,1481.4078971531228
100,22,10,2,981.2804224116084
100,22,10,5,907.0136459375751
100,22,10,10,910.9593914570567
100,22,10,15,911.0572565721079
100,22,15,1,1473.239987803601
100,22,15,2,980.4382856130458
100,22,15,5,983.5767869311409
100,22,15,10,977.7344141809581
100,22,15,15,994.3949688074338
100,23,1,1,1477.529939386132
100,23,1,2,992.6229011058585
100,23,1,5,784.6885728950605
100,23,1,10,774.0392547493811
100,23,1,15,770.5330297181729
100,23,2,1,1476.5162022507561
100,23,2,2,962.5359942346948
100,23,2,5,783.6928742018661
100,23,2,10,777.8551621058734
100,23,2,15,765.0691546938747
100,23,5,1,1483.3638970137492
100,23,5,2,990.2910465120825
100,23,5,5,779.3228773498257
100,23,5,10,788.696623540044
100,23,5,15,773.3041062864751
100,23,10,1,1480.0840426631773
100,23,10,2,963.5987753185117
100,23,10,5,917.8973896476627
100,23,10,10,902.0804935736174
100,23,10,15,887.0904904271084
100,23,15,1,1473.4996114104274
100,23,15,2,978.1473165497648
100,23,15,5,990.7273150842484
100,23,15,10,982.9847099454797
100,23,15,15,977.3795294063639
100,24,1,1,1480.5145117379627
100,24,1,2,985.3551779773378
100,24,1,5,777.981220720334
100,24,1,10,771.3335503383643
100,24,1,15,778.9061619339435
100,24,2,1,1475.7157583474157
100,24,2,2,991.225985388448
100,24,2,5,782.1540302782969
100,24,2,10,763.6524099636657
100,24,2,15,757.1323074357612
100,24,5,1,1474.8147877946801
100,24,5,2,973.7401567437462
100,24,5,5,780.0778139540486
100,24,5,10,780.7869682316046
100,24,5,15,782.6575382600141
100,24,10,1,1476.1028983366998
100,24,10,2,967.9484733177852
100,24,10,5,920.209752944107
100,24,10,10,909.4156804823045
100,24,10,15,912.9929359025434
100,24,15,1,1476.9798777780952
100,24,15,2,998.8613536678656
100,24,15,5,972.0711969490227
100,24,15,10,990.3393583702256
100,24,15,15,1005.1993294190077
100,25,1,1,1479.551546130967
100,25,1,2,984.7796022269209
100,25,1,5,787.5868883499148
100,25,1,10,765.228321923504
100,25,1,15,765.5338427672548
100,25,2,1,1473.7137200327109
100,25,2,2,972.7030493825793
100,25,2,5,773.8384510163606
100,25,2,10,756.1510939768875
100,25,2,15,770.0042504713854
100,25,5,1,1481.1691516498868
100,25,5,2,1011.1878423820001
100,25,5,5,785.6443934395372
100,25,5,10,786.6709727865056
100,25,5,15,782.4665360697674
100,25,10,1,1478.1875063592286
100,25,10,2,981.2146938409514
100,25,10,5,901.7667323749786
100,25,10,10,911.8970325612603
100,25,10,15,902.26974173861
100,25,15,1,1476.7471218728456
100,25,15,2,973.0654343327151
100,25,15,5,990.4296934013134
100,25,15,10,976.5138066869143
100,25,15,15,990.5166068195548
100,26,1,1,1484.8199285510086
100,26,1,2,965.7572597647445
100,26,1,5,773.9846379885117
100,26,1,10,758.2319997786249
100,26,1,15,764.9698973720034
100,26,2,1,1477.2989701133572
100,26,2,2,972.4487932263308
100,26,2,5,781.7346613757968
100,26,2,10,762.2348670370662
100,26,2,15,766.5072307736785
100,26,5,1,1476.1231482271876
100,26,5,2,985.8504268280744
100,26,5,5,788.5109236474736
100,26,5,10,777.1124259846268
100,26,5,15,777.4489513826428
100,26,10,1,1478.4711342804485
100,26,10,2,981.106981469751
100,26,10,5,902.2477245836576
100,26,10,10,920.8542034753378
100,26,10,15,922.0633638291326
100,26,15,1,1484.8579713876816
100,26,15,2,982.0515103466536
100,26,15,5,981.853377736947
100,26,15,10,979.7036282555287
100,26,15,15,979.8410679995467
100,27,1,1,1471.5517732711048
100,27,1,2,963.9864975051368
100,27,1,5,782.9012621278458
100,27,1,10,761.9528065464726
100,27,1,15,769.9158818130718
100,27,2,1,1469.5297070394345
100,27,2,2,988.9204268906436
100,27,2,5,773.2559664446976
100,27,2,10,764.6183347108511
100,27,2,15,763.50320080905135
100,27,5,1,1477.734296907018
100,27,5,2,984.7351661771155
100,27,5,5,782.5892352394286
100,27,5,10,777.7525117762577
100,27,5,15,774.163689363137
100,27,10,1,1474.491624404258
100,27,10,2,982.7332580879848
100,27,10,5,913.6004508661654
100,27,10,10,896.754049239439
100,27,10,15,900.1756807786255
100,27,15,1,1481.336834751514
100,27,15,2,983.1150100565808
100,27,15,5,969.3809684011593
100,27,15,10,1005.9429282920701
100,27,15,15,978.7413327990231
100,28,1,1,1475.2467977026708
100,28,1,2,982.0307761849219
100,28,1,5,795.4022424835347
100,28,1,10,763.8793272230246
100,28,1,15,781.63402551194
100,28,2,1,1468.173883593999
100,28,2,2,970.3154624095318
100,28,2,5,779.6369635653512
100,28,2,10,764.7756297618893
100,28,2,15,772.5323731578071
100,28,5,1,1476.9692562579874
100,28,5,2,1005.9122178023626
100,28,5,5,773.0850871089176
100,28,5,10,793.5482899553565
100,28,5,15,782.2700725199849
100,28,10,1,1476.9628833852764
100,28,10,2,986.4684075085256
100,28,10,5,907.7363962167259
100,28,10,10,915.5096743403246
100,28,10,15,906.9329762926839
100,28,15,1,1477.1033385373892
100,28,15,2,993.8334125947625
100,28,15,5,984.9799220018616
100,28,15,10,984.5671771058319
100,28,15,15,966.1677000367036
100,29,1,1,1478.8889125487124
100,29,1,2,965.666471545436
100,29,1,5,776.4253403186098
100,29,1,10,762.2663858322613
100,29,1,15,771.5613869230799
100,29,2,1,1475.5746288578964
100,29,2,2,974.7121631163955
100,29,2,5,774.9971593849474
100,29,2,10,780.8579927446578
100,29,2,15,772.3757336628117
100,29,5,1,1480.3515140665766
100,29,5,2,988.9414441713881
100,29,5,5,791.3112756884852
100,29,5,10,781.2349527113051
100,29,5,15,782.5628544682372
100,29,10,1,1484.961259152846
100,29,10,2,992.7100750000178
100,29,10,5,922.1897430851058
100,29,10,10,915.3034674758826
100,29,10,15,920.6878892703603
100,29,15,1,1485.2317987277697
100,29,15,2,972.2365055662802
100,29,15,5,975.8191772376654
100,29,15,10,999.3222698779798
100,29,15,15,951.630863160501
100,30,1,1,1477.3955703863921
100,30,1,2,986.7192771179426
100,30,1,5,785.6006416436421
100,30,1,10,775.7017332416425
100,30,1,15,759.4849291017345
100,30,2,1,1474.9112132937498
100,30,2,2,982.086009665162
100,30,2,5,782.1034411908387
100,30,2,10,767.419839347217
100,30,2,15,771.6483920152149
100,30,5,1,1479.3519125520957
100,30,5,2,990.1311013721038
100,30,5,5,776.4720008966584
100,30,5,10,785.5488374379984
100,30,5,15,773.3245468017896
100,30,10,1,1478.1609294469538
100,30,10,2,987.8069280170797
100,30,10,5,908.3627636642258
100,30,10,10,886.7918396300682
100,30,10,15,912.4098366055622
100,30,15,1,1489.8531237751122
100,30,15,2,983.6089024477974
100,30,15,5,987.7589505971531
100,30,15,10,988.0810055815516
100,30,15,15,975.7751572204431
100,31,1,1,1474.1633192112392
100,31,1,2,976.1285028118671
100,31,1,5,788.7747052170813
100,31,1,10,768.9403980238628
100,31,1,15,765.2769049849429
100,31,2,1,1478.8341778100466
100,31,2,2,977.5969694576808
100,31,2,5,788.5738547157632
100,31,2,10,762.757714123816
100,31,2,15,765.38113584769
100,31,5,1,1475.9168256372693
100,31,5,2,970.80405533282806
100,31,5,5,788.3374568362996
100,31,5,10,792.3515952710501
100,31,5,15,769.8860778588913
100,31,10,1,1475.470729628606
100,31,10,2,983.9838862907424
100,31,10,5,899.6271259208523
100,31,10,10,921.6799624551788
100,31,10,15,903.254363462842
100,31,15,1,1477.9629679833215
100,31,15,2,969.8810874046267
100,31,15,5,981.2826494433989
100,31,15,10,970.130673112937
100,31,15,15,981.3198512260719
100,32,1,1,1487.3041392333773
100,32,1,2,974.9361952692934
100,32,1,5,774.7724518610081
100,32,1,10,765.6167646015864
100,32,1,15,770.6298175354146
100,32,2,1,1483.15682425112
100,32,2,2,986.384032971543
100,32,2,5,786.6494132960546
100,32,2,10,767.504611431393
100,32,2,15,768.6200587171359
100,32,5,1,1472.2721746078753
100,32,5,2,986.5536628990993
100,32,5,5,771.6065106581401
100,32,5,10,776.7660245246132
100,32,5,15,781.0490014293421
100,32,10,1,1478.8655129787078
100,32,10,2,971.4215987365807
100,32,10,5,913.3457763311593
100,32,10,10,909.836273087441
100,32,10,15,930.9278640207546
100,32,15,1,1482.6681123597755
100,32,15,2,964.198423794082
100,32,15,5,994.467690739137
100,32,15,10,978.3877088949316
100,32,15,15,962.7940765750145
100,33,1,1,1486.2680846735252
100,33,1,2,977.3672599145964
100,33,1,5,775.0338814540754
100,33,1,10,779.8054135579935
100,33,1,15,764.5264126869653
100,33,2,1,1475.8254722862368
100,33,2,2,972.0448981765286
100,33,2,5,785.2634940654702
100,33,2,10,765.2224230859524
100,33,2,15,765.5750977906522
100,33,5,1,1486.2101004250853
100,33,5,2,987.4350533476477
100,33,5,5,791.3914110494314
100,33,5,10,766.5238977478458
100,33,5,15,781.0009585609083
100,33,10,1,1483.781418150701
100,33,10,2,982.4293682233753
100,33,10,5,911.7080361507036
100,33,10,10,909.39631137105
100,33,10,15,899.9917789259913
100,33,15,1,1476.8282429238213
100,33,15,2,977.6045358656057
100,33,15,5,975.5331565411678
100,33,15,10,973.3977153340493
100,33,15,15,980.2916304981121
250,1,1,1,1479.2898756573627
250,1,1,2,1249.5990305193122
250,1,1,5,1093.6066115357453
250,1,1,10,1030.899545939794
250,1,1,15,1052.91806068535
250,1,2,1,1473.4832306773724
250,1,2,2,1246.17660396269
250,1,2,5,1104.0598637268863
250,1,2,10,1027.0362531049684
250,1,2,15,1044.7132634929474
250,1,5,1,1477.6795261213788
250,1,5,2,1221.5052808793323
250,1,5,5,1089.1738744184731
250,1,5,10,1070.9988531117526
250,1,5,15,1072.7667791974384
250,1,10,1,1478.476859779849
250,1,10,2,1258.0677559427882
250,1,10,5,1160.7435882723003
250,1,10,10,1153.8447507341564
250,1,10,15,1163.8151685039124
250,1,15,1,1482.9909746464407
250,1,15,2,1266.7628473645964
250,1,15,5,1241.9775048699776
250,1,15,10,1240.302296588798
250,1,15,15,1202.3799410148329
250,2,1,1,1486.3501713858343
250,2,1,2,1133.9172687592663
250,2,1,5,995.7366267340575
250,2,1,10,925.1864480339697
250,2,1,15,932.9407478040048
250,2,2,1,1484.759456515753
250,2,2,2,1143.7181831848534
250,2,2,5,957.7900798049528
250,2,2,10,934.7580665297756
250,2,2,15,927.9451500345824
250,2,5,1,1484.407849755173
250,2,5,2,1149.1038334590155
250,2,5,5,973.9122941721168
250,2,5,10,966.4798126703472
250,2,5,15,954.4619656542109
250,2,10,1,1478.720706252229
250,2,10,2,1150.6555351074387
250,2,10,5,1047.8463253881102
250,2,10,10,1054.4945863459418
250,2,10,15,1050.4359199602463
250,2,15,1,1482.694857469544
250,2,15,2,1139.4877726326383
250,2,15,5,1148.0304160332726
250,2,15,10,1136.8154753726974
250,2,15,15,1148.6630874005311
250,3,1,1,1483.4445840323153
250,3,1,2,1092.1554983991705
250,3,1,5,908.6420339579797
250,3,1,10,858.7273846251196
250,3,1,15,854.6827429177059
250,3,2,1,1481.658488572229
250,3,2,2,1053.2575324186428
250,3,2,5,897.7896937989902
250,3,2,10,861.7025066315382
250,3,2,15,871.3403701640747
250,3,5,1,1475.4425729080745
250,3,5,2,1067.2818658499364
250,3,5,5,908.2867081053625
250,3,5,10,868.9498583791458
250,3,5,15,880.3801809808662
250,3,10,1,1475.7996756595444
250,3,10,2,1058.1502861478812
250,3,10,5,975.4052499290277
250,3,10,10,1001.3819898847529
250,3,10,15,984.5211441507249
250,3,15,1,1473.9098460407952
250,3,15,2,1064.176662174878
250,3,15,5,1055.62161164509
250,3,15,10,1066.41788127792
250,3,15,15,1063.6546020185729
250,4,1,1,1477.0700822993722
250,4,1,2,990.4933469509057
250,4,1,5,820.4039077666739
250,4,1,10,816.5525973680095
250,4,1,15,813.8679746666531
250,4,2,1,1469.716530731099
250,4,2,2,1026.775696486303
250,4,2,5,822.1095669894197
250,4,2,10,806.6876257956453
250,4,2,15,796.0606313408755
250,4,5,1,1477.0778447400514
250,4,5,2,1001.547830243424
250,4,5,5,824.2610475774004
250,4,5,10,833.197669722433
250,4,5,15,832.111940437108
250,4,10,1,1478.4011215190308
250,4,10,2,1016.7763532801495
250,4,10,5,949.2109317903344
250,4,10,10,946.2092474839606
250,4,10,15,945.4537942588843
250,4,15,1,1479.3371805845036
250,4,15,2,1012.8962783504714
250,4,15,5,1021.8350105523936
250,4,15,10,1014.6860179488826
250,4,15,15,1008.0484944345819
250,5,1,1,1478.1411402012318
250,5,1,2,967.6563574726871
250,5,1,5,776.5043281588589
250,5,1,10,766.6136598848723
250,5,1,15,760.2523641414518
250,5,2,1,1483.0944539691302
250,5,2,2,969.9840542727982
250,5,2,5,776.6233879582785
250,5,2,10,760.2484081698932
250,5,2,15,764.418103245098
250,5,5,1,1486.2310731779435
250,5,5,2,971.8230268029946
250,5,5,5,790.7229829259546
250,5,5,10,788.9101665685814
